60
100 100
1 9 20
2 23 1
3 17 23
4 12 12
5 3 11
6 33 5
7 16 24
8 20 6
9 15 6
10 23 20
11 4 21
12 35 27
13 32 1
14 25 20
15 22 33
16 8 1
17 13 3
18 11 23
19 21 21
20 3 6
21 2 32
22 1 26
23 31 29
24 30 26
25 18 15
26 25 1
27 25 5
28 2 23
29 21 28
30 22 3
31 23 16
32 20 4
33 21 21
34 11 29
35 20 35
36 22 23
37 1 26
38 23 15
39 25 10
40 28 7
41 27 15
42 31 16
43 22 9
44 34 34
45 3 7
46 19 29
47 8 3
48 12 18
49 17 35
50 18 26
51 24 13
52 17 24
53 31 34
54 2 27
55 20 34
56 11 27
57 17 26
58 24 28
59 27 4
60 35 10
