80
100 100
1 34 2
2 11 2
3 30 24
4 31 16
5 31 11
6 28 16
7 29 16
8 18 6
9 28 29
10 29 35
11 8 19
12 29 26
13 31 3
14 34 18
15 33 7
16 1 26
17 27 35
18 4 8
19 7 34
20 23 3
21 11 29
22 16 26
23 20 25
24 21 34
25 26 2
26 20 31
27 33 23
28 4 33
29 21 22
30 12 33
31 18 14
32 25 33
33 28 26
34 35 14
35 30 28
36 11 4
37 18 34
38 3 7
39 31 2
40 4 3
41 13 6
42 18 20
43 27 27
44 24 25
45 7 21
46 17 35
47 3 28
48 33 8
49 8 28
50 19 16
51 26 14
52 2 6
53 2 23
54 21 4
55 33 3
56 22 15
57 19 14
58 31 19
59 9 27
60 18 9
61 31 20
62 33 23
63 19 23
64 33 6
65 24 3
66 23 22
67 2 11
68 17 3
69 28 5
70 8 1
71 12 23
72 35 8
73 16 10
74 9 27
75 10 30
76 26 4
77 8 15
78 21 2
79 4 17
80 10 24
