80
100 100
1 55 6
2 7 31
3 71 40
4 1 22
5 88 99
6 54 27
7 53 94
8 75 23
9 43 69
10 11 21
11 68 2
12 38 67
13 74 5
14 67 37
15 38 21
16 44 44
17 72 29
18 45 31
19 19 39
20 82 76
21 57 96
22 100 90
23 99 78
24 76 18
25 87 96
26 21 37
27 100 95
28 80 59
29 49 52
30 30 28
31 78 77
32 83 22
33 65 17
34 82 52
35 22 48
36 7 62
37 93 82
38 68 30
39 54 62
40 9 68
41 19 68
42 8 19
43 30 9
44 76 62
45 67 31
46 58 7
47 39 11
48 32 99
49 92 60
50 8 16
51 2 23
52 31 69
53 83 78
54 79 3
55 76 35
56 63 95
57 61 39
58 27 55
59 49 67
60 50 30
61 84 32
62 41 96
63 44 77
64 47 65
65 39 81
66 44 80
67 15 53
68 43 21
69 49 39
70 90 97
71 53 17
72 61 54
73 70 97
74 68 69
75 78 25
76 56 53
77 90 77
78 2 51
79 48 65
80 17 41
