60
100 100
1 38 90
2 82 24
3 78 14
4 88 98
5 84 45
6 68 49
7 75 29
8 82 28
9 28 76
10 46 35
11 79 6
12 21 79
13 94 48
14 99 33
15 92 44
16 86 24
17 15 95
18 75 43
19 79 44
20 100 40
21 66 48
22 40 75
23 73 6
24 82 66
25 49 76
26 85 47
27 64 79
28 84 6
29 71 45
30 28 94
31 30 75
32 88 6
33 86 36
34 93 48
35 7 11
36 100 18
37 61 88
38 74 16
39 97 19
40 85 42
41 69 3
42 47 46
43 45 39
44 19 84
45 74 29
46 96 37
47 56 70
48 80 25
49 86 16
50 66 40
51 31 14
52 90 33
53 72 16
54 80 5
55 76 20
56 73 4
57 50 84
58 67 31
59 62 86
60 98 86
