100
100 100
1 78 12
2 29 96
3 90 94
4 47 89
5 16 69
6 42 84
7 44 96
8 16 81
9 26 72
10 18 81
11 10 68
12 47 82
13 47 83
14 4 85
15 37 83
16 40 91
17 80 53
18 3 98
19 84 10
20 44 11
21 25 96
22 13 84
23 27 69
24 59 97
25 32 97
26 35 78
27 39 74
28 92 44
29 100 8
30 18 81
31 13 87
32 27 68
33 29 88
34 75 37
35 99 12
36 28 82
37 21 78
38 21 75
39 46 68
40 94 7
41 24 77
42 39 67
43 5 70
44 15 66
45 39 84
46 79 3
47 25 81
48 1 70
49 15 99
50 11 75
51 8 100
52 99 24
53 3 31
54 15 91
55 2 92
56 57 53
57 3 83
58 30 81
59 7 39
60 29 45
61 14 87
62 7 79
63 25 2
64 12 98
65 38 100
66 45 85
67 4 83
68 6 73
69 72 79
70 45 99
71 44 73
72 12 91
73 19 80
74 7 86
75 46 71
76 30 82
77 27 82
78 31 81
79 10 77
80 9 82
81 47 92
82 16 85
83 36 91
84 50 90
85 28 75
86 13 96
87 23 79
88 3 70
89 21 2
90 21 23
91 22 74
92 17 94
93 26 67
94 94 13
95 33 78
96 93 87
97 42 74
98 23 76
99 5 90
100 31 97
