100
100 100
1 25 39
2 76 6
3 37 48
4 9 72
5 84 10
6 6 42
7 44 82
8 70 2
9 92 42
10 72 40
11 12 74
12 76 6
13 74 37
14 82 50
15 42 13
16 90 21
17 49 43
18 1 80
19 89 25
20 78 48
21 98 10
22 92 4
23 92 48
24 12 37
25 70 39
26 39 99
27 67 33
28 78 38
29 84 30
30 100 5
31 86 30
32 90 50
33 72 33
34 23 81
35 78 38
36 63 73
37 68 47
38 71 2
39 78 8
40 68 9
41 10 23
42 68 44
43 86 40
44 7 6
45 28 10
46 74 47
47 68 34
48 70 64
49 70 10
50 88 11
51 93 39
52 98 35
53 99 21
54 75 38
55 90 5
56 89 18
57 66 43
58 70 26
59 44 34
60 33 11
61 76 27
62 61 75
63 15 24
64 93 66
65 94 23
66 78 86
67 98 25
68 65 84
69 29 87
70 69 9
71 40 92
72 100 13
73 85 50
74 97 44
75 97 14
76 45 67
77 93 31
78 98 40
79 74 1
80 67 5
81 74 23
82 11 48
83 94 49
84 80 19
85 98 28
86 90 18
87 87 9
88 2 96
89 95 43
90 80 49
91 33 87
92 96 32
93 100 70
94 79 42
95 97 14
96 48 31
97 20 10
98 79 97
99 21 72
100 63 91
