60
100 100
1 87 85
2 74 74
3 18 75
4 88 98
5 27 97
6 53 99
7 63 78
8 24 85
9 78 65
10 46 35
11 70 55
12 70 70
13 90 98
14 99 83
15 89 94
16 79 74
17 64 92
18 63 93
19 68 94
20 100 89
21 1 99
22 90 64
23 11 69
24 82 66
25 99 65
26 85 47
27 64 79
28 76 55
29 57 95
30 77 92
31 79 63
32 32 69
33 79 86
34 89 98
35 7 11
36 100 18
37 61 88
38 62 65
39 95 69
40 78 92
41 55 52
42 47 46
43 45 39
44 68 77
45 12 85
46 94 87
47 56 70
48 71 74
49 30 77
50 51 90
51 31 14
52 85 83
53 58 65
54 71 54
55 65 69
56 60 53
57 100 76
58 52 81
59 62 86
60 98 86
