100
100 100
1 46 99
2 8 78
3 9 46
4 41 99
5 25 80
6 3 88
7 44 83
8 42 79
9 15 7
10 9 71
11 90 66
12 4 66
13 18 68
14 26 97
15 48 79
16 27 96
17 32 74
18 6 97
19 18 89
20 12 100
21 7 89
22 98 6
23 99 60
24 9 76
25 96 16
26 49 85
27 43 99
28 67 94
29 43 72
30 14 74
31 98 48
32 38 34
33 4 76
34 40 71
35 75 10
36 20 90
37 26 88
38 27 77
39 42 88
40 13 100
41 10 11
42 27 90
43 32 77
44 18 82
45 6 66
46 38 77
47 33 75
48 35 73
49 13 68
50 11 71
51 46 80
52 14 72
53 32 77
54 97 13
55 21 94
56 68 20
57 13 95
58 41 86
59 7 81
60 6 94
61 5 30
62 49 70
63 5 76
64 19 83
65 9 85
66 18 97
67 76 20
68 45 79
69 25 93
70 49 98
71 37 91
72 87 27
73 2 73
74 42 72
75 20 75
76 30 97
77 41 97
78 96 83
79 15 4
80 40 83
81 91 90
82 12 79
83 21 69
84 12 77
85 4 99
86 40 17
87 39 78
88 95 70
89 28 77
90 29 83
91 19 43
92 41 90
93 13 98
94 86 47
95 10 86
96 48 73
97 10 93
98 93 79
99 75 27
100 16 100
