60
100 100
1 60 70
2 72 70
3 35 39
4 92 96
5 13 90
6 90 74
7 94 58
8 77 6
9 77 60
10 70 91
11 75 41
12 66 28
13 52 98
14 61 68
15 97 34
16 99 61
17 91 97
18 64 57
19 39 92
20 57 57
21 90 57
22 79 59
23 94 54
24 78 64
25 50 80
26 5 81
27 60 83
28 60 83
29 23 75
30 93 97
31 92 24
32 53 63
33 70 10
34 93 83
35 29 83
36 10 5
37 53 67
38 68 31
39 80 88
40 76 58
41 60 87
42 77 90
43 96 13
44 55 74
45 80 67
46 61 61
47 69 100
48 96 50
49 60 59
50 8 44
51 55 98
52 48 40
53 53 63
54 66 89
55 4 71
56 61 90
57 57 79
58 36 97
59 64 79
60 87 51
