60
100 100
1 29 87
2 25 26
3 40 88
4 44 98
5 29 90
6 16 97
7 47 95
8 41 80
9 42 66
10 19 83
11 15 75
12 49 71
13 76 29
14 88 19
15 45 98
16 20 70
17 2 78
18 9 81
19 36 42
20 2 77
21 49 78
22 47 92
23 40 48
24 45 92
25 57 80
26 47 77
27 4 76
28 1 81
29 29 68
30 8 69
31 31 97
32 18 77
33 60 90
34 80 56
35 19 91
36 46 82
37 5 91
38 15 79
39 19 93
40 86 93
41 11 98
42 11 96
43 31 69
44 88 73
45 85 17
46 19 86
47 68 32
48 2 76
49 8 100
50 88 77
51 39 79
52 28 78
53 48 95
54 20 91
55 36 79
56 15 89
57 1 99
58 12 71
59 44 87
60 13 73
