100
100 100
1 12 96
2 97 5
3 73 41
4 85 47
5 39 42
6 75 18
7 95 95
8 67 16
9 85 1
10 96 42
11 93 10
12 92 47
13 86 22
14 85 78
15 98 36
16 90 39
17 92 53
18 92 27
19 76 25
20 96 43
21 17 48
22 67 36
23 97 25
24 75 8
25 67 4
26 86 8
27 87 86
28 98 35
29 50 22
30 77 41
31 94 10
32 91 73
33 10 66
34 77 35
35 70 45
36 98 24
37 31 95
38 85 42
39 88 42
40 75 37
41 75 45
42 66 10
43 80 50
44 43 72
45 71 9
46 36 39
47 81 20
48 88 46
49 75 35
50 88 30
51 89 2
52 85 93
53 87 22
54 94 33
55 70 45
56 49 66
57 73 21
58 73 48
59 43 50
60 25 22
61 2 32
62 95 24
63 93 17
64 74 4
65 68 5
66 90 12
67 99 46
68 60 98
69 79 39
70 40 74
71 78 36
72 22 68
73 45 90
74 7 81
75 100 37
76 94 70
77 88 43
78 35 46
79 96 1
80 85 50
81 32 73
82 82 31
83 99 75
84 82 40
85 95 43
86 83 27
87 65 62
88 87 42
89 76 35
90 89 85
91 96 11
92 100 6
93 50 39
94 75 5
95 89 21
96 87 31
97 98 5
98 100 36
99 90 43
100 81 19
