100
100 100
1 78 12
2 78 93
3 90 94
4 97 83
5 65 54
6 92 77
7 94 93
8 65 72
9 75 59
10 67 71
11 59 53
12 97 73
13 97 75
14 53 78
15 87 76
16 89 86
17 80 53
18 52 97
19 84 10
20 44 11
21 75 93
22 13 84
23 76 54
24 59 97
25 32 97
26 85 68
27 89 62
28 92 44
29 100 8
30 68 72
31 62 81
32 77 52
33 79 82
34 75 37
35 99 12
36 28 82
37 70 68
38 70 63
39 96 53
40 94 7
41 73 66
42 89 51
43 54 57
44 15 66
45 88 76
46 79 3
47 75 73
48 50 56
49 64 98
50 60 63
51 57 100
52 99 24
53 3 31
54 15 91
55 51 89
56 57 53
57 52 75
58 30 81
59 7 39
60 29 45
61 64 81
62 56 69
63 25 2
64 61 97
65 87 100
66 95 77
67 4 83
68 55 61
69 72 79
70 95 98
71 94 60
72 62 87
73 68 70
74 7 86
75 96 57
76 80 74
77 27 82
78 80 72
79 10 77
80 59 73
81 47 92
82 65 78
83 86 87
84 50 90
85 78 64
86 13 96
87 73 69
88 52 57
89 21 2
90 21 23
91 72 63
92 67 91
93 76 51
94 94 13
95 33 78
96 93 87
97 92 63
98 73 64
99 5 90
100 81 95
