100
100 100
1 43 4
2 84 22
3 25 21
4 30 22
5 10 16
6 10 24
7 48 39
8 18 30
9 92 40
10 4 38
11 83 68
12 18 50
13 30 26
14 10 14
15 29 10
16 30 32
17 32 81
18 28 2
19 37 13
20 4 25
21 97 32
22 7 1
23 7 28
24 89 80
25 21 67
26 98 61
27 39 4
28 36 47
29 9 34
30 1 35
31 32 42
32 44 25
33 8 85
34 15 19
35 91 42
36 15 15
37 18 33
38 42 15
39 3 3
40 46 17
41 94 1
42 29 22
43 31 83
44 40 30
45 24 29
46 29 41
47 21 11
48 45 69
49 20 20
50 40 22
51 72 56
52 74 42
53 27 22
54 12 15
55 35 76
56 90 90
57 46 36
58 97 69
59 59 84
60 31 1
61 27 11
62 43 35
63 47 16
64 33 22
65 19 48
66 50 13
67 95 58
68 96 55
69 23 98
70 20 2
71 68 13
72 21 1
73 92 8
74 1 3
75 26 86
76 8 7
77 65 79
78 43 15
79 9 8
80 7 26
81 5 14
82 99 39
83 4 47
84 66 55
85 55 58
86 14 25
87 10 49
88 88 98
89 18 76
90 41 81
91 28 12
92 22 1
93 92 85
94 31 32
95 8 36
96 17 76
97 27 15
98 82 52
99 50 23
100 24 43
