60
100 100
1 18 84
2 49 80
3 49 86
4 37 96
5 7 90
6 28 97
7 43 96
8 21 82
9 7 69
10 68 80
11 99 20
12 18 76
13 19 91
14 21 85
15 77 7
16 26 18
17 42 86
18 34 91
19 46 70
20 97 33
21 28 90
22 10 70
23 37 77
24 27 72
25 24 67
26 47 39
27 40 93
28 20 98
29 88 31
30 46 88
31 4 82
32 25 98
33 67 21
34 7 92
35 30 79
36 42 71
37 35 81
38 29 69
39 67 77
40 20 87
41 78 85
42 62 84
43 17 98
44 72 16
45 34 73
46 9 83
47 28 84
48 11 74
49 1 98
50 16 84
51 1 79
52 24 79
53 29 97
54 35 94
55 35 82
56 49 93
57 19 69
58 16 77
59 31 93
60 90 21
