80
100 100
1 66 13
2 82 33
3 76 16
4 98 7
5 71 23
6 80 9
7 86 33
8 100 39
9 85 45
10 31 98
11 68 11
12 76 32
13 71 29
14 67 46
15 41 66
16 92 87
17 66 25
18 35 70
19 93 2
20 87 4
21 69 32
22 86 30
23 99 65
24 87 33
25 21 66
26 90 14
27 80 40
28 44 81
29 99 32
30 4 10
31 53 76
32 77 25
33 37 24
34 89 18
35 99 25
36 52 88
37 38 28
38 82 37
39 5 89
40 50 75
41 66 44
42 84 18
43 82 6
44 8 1
45 82 21
46 94 11
47 68 39
48 85 49
49 72 10
50 78 15
51 97 34
52 60 58
53 71 11
54 6 87
55 99 40
56 4 87
57 77 23
58 5 71
59 13 71
60 10 75
61 38 98
62 66 98
63 93 38
64 84 10
65 79 32
66 93 49
67 28 30
68 69 17
69 75 30
70 24 12
71 28 33
72 97 35
73 79 39
74 69 86
75 93 47
76 98 15
77 91 9
78 28 22
79 74 24
80 73 7
