80
30 30
1 6 9
2 3 4
3 9 5
4 10 2
5 5 7
6 6 5
7 9 6
8 3 1
9 9 6
10 4 10
11 6 5
12 8 7
13 4 5
14 5 10
15 2 9
16 10 10
17 10 6
18 2 2
19 2 6
20 10 2
21 7 5
22 9 3
23 5 9
24 8 9
25 2 10
26 7 7
27 4 3
28 10 8
29 3 5
30 6 8
31 4 6
32 6 3
33 4 3
34 4 5
35 4 2
36 7 9
37 9 5
38 7 2
39 6 6
40 9 5
41 7 2
42 10 3
43 5 6
44 1 3
45 10 1
46 7 7
47 2 5
48 6 9
49 5 9
50 8 7
51 7 8
52 8 1
53 9 9
54 3 8
55 6 5
56 6 3
57 6 8
58 10 8
59 9 7
60 4 8
61 10 2
62 7 1
63 7 10
64 5 7
65 1 6
66 6 1
67 6 3
68 10 1
69 1 4
70 3 8
71 5 8
72 1 7
73 5 5
74 6 4
75 7 10
76 2 2
77 2 2
78 8 5
79 6 10
80 4 10
