100
100 100
1 70 74
2 53 52
3 62 75
4 41 12
5 70 5
6 69 24
7 54 62
8 98 90
9 54 98
10 19 8
11 9 12
12 67 79
13 64 52
14 96 3
15 24 22
16 49 30
17 86 69
18 81 59
19 66 44
20 91 92
21 69 97
22 86 28
23 90 78
24 46 77
25 64 87
26 90 57
27 41 82
28 73 2
29 80 38
30 12 50
31 67 31
32 89 100
33 92 1
34 95 52
35 27 100
36 78 58
37 68 75
38 90 68
39 62 80
40 79 80
41 59 61
42 97 95
43 72 22
44 92 62
45 62 59
46 65 83
47 68 76
48 66 56
49 78 69
50 96 83
51 90 91
52 52 62
53 53 91
54 38 97
55 22 78
56 50 80
57 92 74
58 91 68
59 65 57
60 72 10
61 92 68
62 56 53
63 71 57
64 31 100
65 53 75
66 33 50
67 89 69
68 63 52
69 76 93
70 71 58
71 67 94
72 8 17
73 61 72
74 81 29
75 71 29
76 63 93
77 57 63
78 84 60
79 60 76
80 81 80
81 16 77
82 8 4
83 74 85
84 60 79
85 36 87
86 93 58
87 100 55
88 51 91
89 67 57
90 89 75
91 37 92
92 5 13
93 60 96
94 98 53
95 86 81
96 19 48
97 65 95
98 68 94
99 97 87
100 97 43
