80
300 300
1 98 4
2 30 4
3 86 66
4 87 46
5 88 32
6 79 46
7 82 44
8 52 15
9 78 81
10 82 98
11 21 54
12 82 72
13 89 8
14 96 49
15 93 19
16 1 73
17 77 100
18 9 22
19 20 95
20 64 7
21 31 81
22 44 72
23 57 70
24 59 95
25 74 5
26 55 88
27 93 66
28 9 94
29 60 62
30 33 92
31 51 39
32 70 92
33 78 74
34 98 40
35 86 78
36 30 12
37 52 96
38 8 20
39 87 5
40 11 8
41 35 17
42 50 55
43 76 76
44 69 71
45 18 60
46 46 100
47 8 80
48 93 21
49 23 80
50 53 45
51 74 38
52 5 16
53 4 66
54 60 11
55 94 7
56 61 43
57 52 40
58 88 54
59 24 75
60 50 24
61 88 58
62 93 64
63 54 65
64 93 17
65 67 8
66 63 61
67 5 31
68 47 8
69 79 13
70 22 2
71 33 64
72 100 21
73 46 28
74 25 75
75 27 84
76 75 11
77 23 43
78 60 4
79 10 49
80 26 66
