60
100 100
1 78 12
2 85 44
3 90 94
4 98 34
5 76 5
6 95 27
7 96 43
8 76 23
9 83 10
10 77 22
11 72 4
12 47 82
13 98 26
14 4 85
15 91 26
16 93 36
17 80 53
18 67 47
19 84 10
20 44 11
21 83 44
22 74 27
23 84 5
24 59 97
25 87 45
26 90 19
27 93 12
28 92 44
29 100 8
30 78 22
31 74 31
32 84 3
33 86 32
34 75 37
35 99 12
36 85 24
37 21 78
38 21 75
39 97 4
40 94 7
41 82 17
42 39 67
43 69 8
44 76 1
45 92 26
46 79 3
47 83 23
48 66 7
49 76 48
50 73 14
51 8 100
52 99 24
53 3 31
54 75 38
55 66 39
56 57 53
57 67 25
58 86 23
59 7 39
60 29 45
