80
100 100
1 76 28
2 90 20
3 50 66
4 77 63
5 12 27
6 22 89
7 1 69
8 19 89
9 78 37
10 19 73
11 15 81
12 23 76
13 38 72
14 79 98
15 89 100
16 38 9
17 19 44
18 50 99
19 26 93
20 15 75
21 11 93
22 83 58
23 24 94
24 4 87
25 65 96
26 27 87
27 34 68
28 4 72
29 87 15
30 34 76
31 69 29
32 16 100
33 8 97
34 66 12
35 39 76
36 90 51
37 48 92
38 31 79
39 34 75
40 25 76
41 48 95
42 22 92
43 41 82
44 22 93
45 11 71
46 25 79
47 9 45
48 31 84
49 35 35
50 39 74
51 39 85
52 50 75
53 21 82
54 16 77
55 30 81
56 33 90
57 18 82
58 53 83
59 34 86
60 27 71
61 27 91
62 52 60
63 48 98
64 32 94
65 99 11
66 75 50
67 83 27
68 49 91
69 30 98
70 37 66
71 62 68
72 28 96
73 24 96
74 80 14
75 13 80
76 18 12
77 30 67
78 18 38
79 25 37
80 20 42
