80
100 100
1 76 28
2 90 20
3 100 1
4 77 63
5 12 27
6 22 89
7 66 6
8 79 34
9 78 37
10 79 11
11 75 22
12 23 76
13 92 10
14 79 98
15 89 100
16 38 9
17 19 44
18 100 48
19 83 40
20 76 14
21 11 93
22 83 58
23 82 41
24 68 31
25 65 96
26 84 31
27 89 5
28 68 10
29 87 15
30 34 76
31 69 29
32 76 50
33 71 46
34 66 12
35 92 16
36 90 51
37 98 38
38 87 20
39 89 14
40 83 15
41 99 42
42 81 39
43 94 24
44 81 40
45 73 8
46 83 20
47 9 45
48 87 27
49 35 35
50 93 13
51 92 28
52 50 75
53 80 24
54 76 17
55 86 23
56 88 36
57 78 25
58 53 83
59 89 29
60 84 8
61 84 37
62 52 60
63 99 48
64 88 41
65 99 11
66 75 50
67 83 27
68 100 37
69 86 47
70 91 1
71 62 68
72 85 43
73 82 44
74 80 14
75 13 80
76 18 12
77 86 3
78 18 38
79 25 37
80 20 42
