60
100 100
1 15 28
2 26 8
3 16 14
4 28 33
5 10 25
6 30 32
7 25 5
8 14 9
9 29 18
10 6 14
11 2 31
12 12 5
13 8 25
14 10 19
15 14 29
16 29 4
17 2 10
18 1 20
19 34 19
20 14 2
21 8 13
22 24 1
23 11 32
24 34 9
25 33 20
26 27 29
27 10 6
28 27 7
29 27 27
30 6 5
31 6 30
32 12 28
33 21 7
34 4 21
35 17 31
36 20 10
37 22 13
38 6 1
39 4 16
40 24 8
41 14 8
42 7 23
43 10 4
44 8 17
45 31 33
46 17 3
47 20 27
48 3 10
49 7 4
50 18 5
51 30 23
52 18 6
53 35 21
54 7 4
55 13 11
56 1 3
57 3 22
58 27 18
59 22 22
60 19 7
