100
100 100
1 25 39
2 15 69
3 37 48
4 9 72
5 26 72
6 6 42
7 44 82
8 7 67
9 39 95
10 10 93
11 12 74
12 16 69
13 13 91
14 24 100
15 42 13
16 36 80
17 49 43
18 1 80
19 34 83
20 18 99
21 47 72
22 39 68
23 38 99
24 12 37
25 6 93
26 39 99
27 67 33
28 18 91
29 27 86
30 50 68
31 30 86
32 35 100
33 10 88
34 23 81
35 18 92
36 63 73
37 4 98
38 71 2
39 19 71
40 5 71
41 10 23
42 4 96
43 30 93
44 7 6
45 28 10
46 13 98
47 4 89
48 70 64
49 8 72
50 32 73
51 39 92
52 98 35
53 49 80
54 14 91
55 36 69
56 34 77
57 1 95
58 7 83
59 44 34
60 33 11
61 16 84
62 61 75
63 15 24
64 93 66
65 42 81
66 78 86
67 47 83
68 65 84
69 29 87
70 69 9
71 40 92
72 50 74
73 29 100
74 46 96
75 45 75
76 45 67
77 40 87
78 47 93
79 12 66
80 3 69
81 12 82
82 11 48
83 41 99
84 21 79
85 47 84
86 35 78
87 87 9
88 2 96
89 43 96
90 22 100
91 33 87
92 44 87
93 100 70
94 79 42
95 46 75
96 48 31
97 20 10
98 79 97
99 21 72
100 63 91
