60
100 100
1 7 70
2 12 95
3 36 95
4 49 99
5 43 86
6 39 87
7 28 80
8 87 42
9 41 15
10 27 87
11 32 11
12 25 99
13 1 73
14 27 43
15 48 74
16 31 76
17 22 78
18 39 76
19 25 84
20 49 96
21 5 92
22 12 66
23 13 67
24 28 90
25 50 79
26 47 99
27 14 93
28 19 92
29 6 74
30 44 69
31 26 92
32 22 66
33 24 77
34 51 75
35 100 48
36 36 85
37 4 88
38 22 70
39 90 20
40 73 15
41 45 73
42 4 66
43 32 68
44 100 14
45 48 100
46 47 69
47 41 100
48 48 83
49 13 66
50 67 22
51 12 70
52 59 97
53 39 75
54 19 100
55 44 83
56 32 87
57 27 92
58 48 93
59 38 69
60 16 84
