60
100 100
1 78 12
2 29 44
3 40 45
4 47 34
5 16 5
6 92 77
7 44 43
8 16 23
9 26 10
10 18 22
11 10 4
12 47 24
13 47 26
14 4 29
15 37 26
16 89 86
17 30 4
18 3 47
19 84 10
20 44 11
21 25 44
22 13 84
23 27 5
24 10 47
25 32 97
26 85 68
27 39 12
28 92 44
29 100 8
30 18 22
31 13 31
32 27 3
33 29 32
34 75 37
35 99 12
36 28 82
37 21 19
38 21 14
39 46 4
40 94 7
41 24 17
42 39 2
43 5 8
44 15 66
45 39 26
46 79 3
47 25 23
48 1 7
49 15 48
50 11 14
51 8 50
52 99 24
53 3 31
54 15 91
55 51 89
56 8 4
57 3 25
58 30 81
59 7 39
60 29 45
