100
100 100
1 96 98
2 8 78
3 9 46
4 91 99
5 74 71
6 52 82
7 93 75
8 91 68
9 15 7
10 58 58
11 90 66
12 4 66
13 67 53
14 76 96
15 98 69
16 77 94
17 81 62
18 55 95
19 67 84
20 61 99
21 56 83
22 98 6
23 99 60
24 9 76
25 96 16
26 99 78
27 92 99
28 67 94
29 93 59
30 63 62
31 98 48
32 38 34
33 53 64
34 90 58
35 75 10
36 20 90
37 76 82
38 27 77
39 92 82
40 62 99
41 10 11
42 76 85
43 81 67
44 68 74
45 55 50
46 88 66
47 83 63
48 85 60
49 62 53
50 60 58
51 96 71
52 63 59
53 82 67
54 97 13
55 70 91
56 68 20
57 62 93
58 91 79
59 57 72
60 55 91
61 5 30
62 99 56
63 55 65
64 69 74
65 58 78
66 67 96
67 76 20
68 94 69
69 74 89
70 99 97
71 37 91
72 87 27
73 51 61
74 42 72
75 69 64
76 79 95
77 41 97
78 96 83
79 15 4
80 90 75
81 91 90
82 61 69
83 70 54
84 61 66
85 53 98
86 40 17
87 89 68
88 95 70
89 77 66
90 79 76
91 19 43
92 90 85
93 13 98
94 86 47
95 60 79
96 48 73
97 60 89
98 93 79
99 75 27
100 16 100
