80
100 100
1 54 92
2 58 88
3 51 91
4 27 79
5 51 68
6 72 54
7 55 73
8 96 92
9 61 55
10 98 33
11 70 66
12 27 84
13 83 55
14 84 72
15 48 81
16 19 22
17 65 66
18 82 74
19 86 89
20 23 29
21 60 89
22 92 87
23 87 67
24 89 98
25 66 73
26 63 61
27 99 8
28 66 79
29 84 69
30 97 99
31 72 59
32 55 71
33 63 77
34 92 97
35 8 81
36 55 75
37 69 47
38 98 56
39 69 48
40 68 91
41 71 28
42 17 85
43 14 90
44 43 78
45 72 70
46 97 60
47 84 83
48 78 56
49 99 74
50 88 55
51 16 96
52 75 57
53 86 91
54 91 62
55 10 16
56 85 69
57 86 68
58 55 80
59 76 49
60 55 94
61 97 57
62 83 59
63 82 94
64 88 79
65 79 9
66 21 2
67 60 50
68 82 76
69 53 71
70 21 5
71 50 69
72 88 85
73 50 96
74 33 79
75 52 100
76 69 6
77 58 82
78 55 96
79 66 92
80 84 88
