80
40 40
1 29 14
2 22 19
3 11 34
4 4 8
5 20 7
6 22 5
7 15 20
8 21 15
9 35 31
10 29 18
11 24 7
12 15 6
13 10 34
14 28 19
15 32 1
16 27 1
17 35 15
18 16 15
19 12 22
20 9 31
21 2 14
22 34 27
23 20 31
24 25 33
25 23 17
26 33 16
27 15 1
28 14 27
29 13 20
30 8 23
31 7 21
32 30 9
33 2 30
34 2 35
35 14 17
36 33 22
37 34 33
38 35 10
39 32 33
40 33 15
41 23 23
42 32 29
43 34 18
44 13 20
45 35 9
46 2 4
47 5 2
48 4 9
49 8 11
50 34 3
51 11 28
52 15 2
53 31 24
54 20 32
55 24 12
56 29 29
57 30 21
58 35 7
59 29 19
60 8 29
61 14 22
62 32 28
63 23 21
64 29 21
65 1 22
66 4 33
67 12 4
68 8 35
69 23 30
70 31 7
71 16 33
72 9 11
73 18 30
74 27 16
75 32 12
76 6 2
77 4 18
78 22 32
79 32 29
80 19 5
