100
100 100
1 38 90
2 24 82
3 18 75
4 88 98
5 27 97
6 4 99
7 14 85
8 24 85
9 28 76
10 46 35
11 20 69
12 21 79
13 41 99
14 49 88
15 39 96
16 30 82
17 15 95
18 14 95
19 19 96
20 50 93
21 1 99
22 40 75
23 11 69
24 82 66
25 49 76
26 85 47
27 64 79
28 27 69
29 8 97
30 28 94
31 30 75
32 32 69
33 29 90
34 39 99
35 7 11
36 100 18
37 61 88
38 12 76
39 45 79
40 28 95
41 6 67
42 47 46
43 45 39
44 19 84
45 12 85
46 44 91
47 56 70
48 21 82
49 30 77
50 2 93
51 31 14
52 35 89
53 9 76
54 22 68
55 16 79
56 11 68
57 50 84
58 3 87
59 62 86
60 98 86
61 3 99
62 46 78
63 21 75
64 47 86
65 17 88
66 50 68
67 41 68
68 8 90
69 43 86
70 17 86
71 23 6
72 30 67
73 31 37
74 45 3
75 17 79
76 14 87
77 30 69
78 35 91
79 22 97
80 9 80
81 41 91
82 91 34
83 39 87
84 17 24
85 14 86
86 50 42
87 17 86
88 36 38
89 49 89
90 82 11
91 8 93
92 16 74
93 45 100
94 11 95
95 9 73
96 9 100
97 67 27
98 72 36
99 23 97
100 13 99
