60
100 100
1 19 13
2 9 13
3 34 15
4 21 28
5 12 34
6 26 31
7 25 27
8 16 5
9 19 32
10 31 11
11 23 30
12 15 17
13 4 14
14 32 5
15 13 22
16 14 2
17 7 34
18 13 11
19 26 9
20 20 13
21 15 20
22 5 1
23 35 12
24 18 13
25 21 13
26 17 30
27 24 26
28 5 9
29 1 32
30 32 23
31 25 24
32 22 19
33 7 5
34 12 24
35 10 26
36 19 7
37 2 9
38 35 17
39 33 28
40 28 13
41 27 28
42 14 33
43 22 2
44 21 23
45 33 23
46 17 10
47 17 3
48 18 33
49 15 3
50 15 2
51 5 27
52 14 15
53 16 21
54 29 6
55 16 12
56 18 25
57 21 4
58 19 29
59 22 13
60 14 22
