100
100 100
1 85 88
2 83 50
3 50 76
4 56 58
5 94 66
6 82 94
7 65 60
8 61 57
9 64 56
10 43 100
11 91 55
12 28 79
13 96 58
14 65 66
15 85 14
16 55 92
17 93 22
18 99 96
19 78 83
20 96 77
21 95 97
22 97 36
23 89 63
24 97 73
25 61 83
26 51 88
27 61 56
28 59 81
29 40 32
30 71 51
31 96 60
32 85 50
33 80 92
34 66 28
35 92 76
36 71 82
37 88 14
38 94 64
39 100 53
40 69 75
41 46 47
42 98 63
43 69 93
44 79 80
45 80 42
46 63 74
47 50 94
48 50 96
49 57 99
50 91 96
51 43 7
52 84 74
53 70 17
54 79 80
55 98 81
56 85 14
57 66 97
58 80 75
59 63 66
60 85 64
61 39 39
62 93 82
63 91 64
64 52 78
65 72 92
66 66 51
67 80 73
68 88 3
69 67 57
70 51 82
71 81 94
72 74 89
73 74 84
74 100 74
75 94 77
76 28 91
77 93 72
78 8 85
79 68 71
80 42 98
81 72 72
82 29 96
83 54 77
84 68 67
85 64 84
86 61 70
87 52 95
88 56 50
89 18 8
90 5 9
91 61 73
92 56 95
93 83 93
94 60 59
95 83 64
96 18 66
97 72 40
98 78 71
99 16 17
100 91 69
