100
100 100
1 77 95
2 53 50
3 30 11
4 95 100
5 73 73
6 18 19
7 19 60
8 99 52
9 12 83
10 49 76
11 30 87
12 13 3
13 84 48
14 68 77
15 19 79
16 26 76
17 11 24
18 31 11
19 73 60
20 60 26
21 48 99
22 26 99
23 15 84
24 72 42
25 85 95
26 76 98
27 1 41
28 49 46
29 42 68
30 36 96
31 20 53
32 15 94
33 77 7
34 96 16
35 93 75
36 24 74
37 78 34
38 77 12
39 77 96
40 66 9
41 67 5
42 35 75
43 60 39
44 63 54
45 100 9
46 60 25
47 64 59
48 70 99
49 65 67
50 72 20
51 46 45
52 76 65
53 85 36
54 28 47
55 93 19
56 4 8
57 15 4
58 16 28
59 29 37
60 9 18
61 45 94
62 60 20
63 8 87
64 80 15
65 96 60
66 14 12
67 20 92
68 39 56
69 25 93
70 67 25
71 87 7
72 41 29
73 19 13
74 41 15
75 64 22
76 77 58
77 1 78
78 93 70
79 41 58
80 67 97
81 27 75
82 10 14
83 38 71
84 67 35
85 86 26
86 16 2
87 13 51
88 67 94
89 99 88
90 65 22
91 54 18
92 88 31
93 23 50
94 47 97
95 83 29
96 86 33
97 46 33
98 84 83
99 56 72
100 50 24
