100
100 100
1 12 44
2 96 54
3 12 41
4 28 98
5 39 42
6 63 67
7 45 45
8 51 65
9 29 1
10 43 42
11 40 10
12 38 47
13 86 22
14 35 29
15 47 91
16 85 89
17 42 4
18 38 27
19 16 83
20 96 43
21 17 48
22 3 36
23 46 25
24 75 8
25 3 4
26 29 8
27 38 37
28 47 35
29 50 22
30 77 41
31 41 10
32 41 24
33 10 1
34 17 35
35 6 45
36 46 24
37 31 42
38 29 42
39 33 42
40 14 37
41 75 45
42 2 10
43 80 50
44 43 10
45 8 9
46 36 39
47 22 20
48 33 97
49 14 35
50 33 30
51 34 2
52 36 43
53 32 22
54 91 83
55 7 45
56 49 2
57 11 21
58 11 48
59 43 50
60 25 22
61 2 32
62 42 24
63 39 17
64 62 53
65 5 5
66 90 12
67 48 46
68 11 48
69 19 39
70 40 12
71 18 36
72 22 4
73 45 35
74 7 23
75 50 37
76 44 21
77 33 95
78 35 46
79 44 66
80 28 100
81 32 12
82 24 31
83 49 26
84 24 40
85 43 43
86 83 27
87 16 12
88 31 42
89 16 35
90 39 35
91 96 11
92 50 6
93 50 39
94 75 5
95 34 21
96 31 31
97 46 5
98 50 36
99 36 95
100 23 78
