60
100 100
1 1 13
2 24 33
3 16 16
4 98 7
5 9 23
6 22 9
7 29 33
8 100 39
9 85 45
10 31 47
11 68 11
12 16 32
13 9 29
14 67 46
15 41 1
16 43 38
17 1 25
18 35 7
19 39 2
20 31 4
21 5 32
22 30 30
23 49 15
24 32 33
25 21 1
26 36 14
27 21 93
28 44 23
29 98 81
30 4 10
31 4 27
32 67 74
33 37 24
34 33 18
35 49 25
36 3 38
37 38 28
38 74 87
39 5 34
40 50 14
41 1 96
42 27 18
43 82 6
44 8 1
45 25 21
46 42 11
47 4 39
48 78 99
49 60 59
50 78 15
51 45 34
52 11 9
53 8 73
54 6 31
55 48 40
56 4 31
57 17 23
58 5 9
59 13 8
60 10 15
