100
100 100
1 97 48
2 71 18
3 9 46
4 94 49
5 82 22
6 67 33
7 96 25
8 94 19
9 15 7
10 71 8
11 90 66
12 68 1
13 78 4
14 84 46
15 99 20
16 84 44
17 87 13
18 69 45
19 78 34
20 74 49
21 7 89
22 98 6
23 99 60
24 72 16
25 96 16
26 49 85
27 95 49
28 67 94
29 96 10
30 75 13
31 98 48
32 38 34
33 68 15
34 40 71
35 75 10
36 79 36
37 84 32
38 84 16
39 94 33
40 74 49
41 10 11
42 27 90
43 87 17
44 78 25
45 69 1
46 92 16
47 88 13
48 90 11
49 74 4
50 11 71
51 97 21
52 75 10
53 88 17
54 97 13
55 80 41
56 68 20
57 74 43
58 94 29
59 70 22
60 69 41
61 5 30
62 99 7
63 69 15
64 79 25
65 71 29
66 78 46
67 76 20
68 45 79
69 82 39
70 99 47
71 91 36
72 87 27
73 2 73
74 94 9
75 79 14
76 86 45
77 94 45
78 96 83
79 15 4
80 93 25
81 91 90
82 12 79
83 21 69
84 74 17
85 68 48
86 40 17
87 39 78
88 95 70
89 28 77
90 86 26
91 19 43
92 94 35
93 74 47
94 86 47
95 72 29
96 98 12
97 10 93
98 93 79
99 75 27
100 76 50
