80
300 300
1 85 41
2 37 9
3 18 77
4 83 34
5 20 4
6 53 40
7 37 33
8 60 4
9 44 10
10 46 38
11 55 11
12 91 85
13 12 48
14 6 23
15 94 66
16 33 64
17 12 42
18 53 53
19 11 87
20 75 66
21 67 45
22 44 15
23 93 96
24 38 44
25 33 48
26 67 31
27 64 48
28 78 88
29 98 73
30 46 58
31 78 33
32 83 20
33 84 74
34 35 85
35 25 74
36 77 96
37 47 42
38 23 33
39 27 24
40 15 5
41 76 98
42 32 58
43 39 74
44 85 68
45 93 97
46 19 48
47 50 45
48 10 42
49 54 29
50 71 27
51 83 93
52 46 15
53 48 16
54 12 50
55 93 7
56 81 10
57 96 13
58 96 5
59 69 10
60 37 81
61 55 9
62 13 15
63 33 56
64 70 19
65 13 27
66 85 36
67 41 34
68 69 44
69 93 22
70 67 55
71 81 68
72 56 14
73 49 83
74 48 97
75 76 11
76 87 16
77 72 32
78 51 15
79 81 54
80 51 72
