100
100 100
1 25 20
2 31 12
3 13 18
4 3 11
5 9 10
6 16 11
7 18 21
8 25 27
9 20 22
10 35 16
11 8 28
12 27 18
13 19 31
14 28 14
15 1 34
16 6 30
17 14 19
18 12 35
19 29 13
20 3 9
21 25 19
22 19 16
23 29 19
24 5 24
25 11 4
26 22 13
27 22 13
28 6 11
29 17 27
30 6 21
31 2 2
32 14 25
33 27 14
34 1 14
35 13 7
36 15 27
37 1 9
38 15 10
39 5 24
40 3 25
41 18 31
42 32 5
43 8 24
44 23 3
45 26 7
46 15 9
47 30 29
48 23 27
49 23 13
50 5 4
51 21 33
52 34 1
53 16 34
54 21 22
55 12 9
56 29 14
57 24 32
58 26 2
59 10 13
60 28 26
61 8 14
62 27 31
63 35 4
64 27 10
65 12 34
66 8 2
67 13 27
68 33 22
69 19 20
70 1 27
71 22 29
72 31 22
73 26 12
74 12 21
75 11 8
76 18 17
77 5 32
78 28 14
79 12 7
80 35 28
81 11 5
82 8 15
83 32 9
84 32 15
85 6 9
86 30 8
87 20 10
88 6 22
89 31 28
90 10 24
91 8 19
92 34 32
93 2 23
94 13 1
95 4 20
96 31 7
97 19 3
98 11 29
99 27 10
100 27 24
