80
100 100
1 90 38
2 34 66
3 66 26
4 70 9
5 96 17
6 88 44
7 76 10
8 73 8
9 75 7
10 95 50
11 94 6
12 85 20
13 98 9
14 76 17
15 85 14
16 69 42
17 93 22
18 100 46
19 85 33
20 46 84
21 45 98
22 97 36
23 93 14
24 98 23
25 12 89
26 51 88
27 74 6
28 72 31
29 40 32
30 71 51
31 96 60
32 90 1
33 87 42
34 66 28
35 95 27
36 71 82
37 88 14
38 96 15
39 100 4
40 79 25
41 46 47
42 99 14
43 79 43
44 86 30
45 80 42
46 75 24
47 66 44
48 66 46
49 71 49
50 94 46
51 43 7
52 89 24
53 70 17
54 30 86
55 98 31
56 85 14
57 66 97
58 86 26
59 75 17
60 85 64
61 39 39
62 95 33
63 91 64
64 52 78
65 81 43
66 77 1
67 87 24
68 88 3
69 17 70
70 2 88
71 81 94
72 82 39
73 82 34
74 100 24
75 44 84
76 84 37
77 95 23
78 71 28
79 68 71
80 95 47
