100
100 100
1 38 36
2 74 74
3 18 75
4 38 48
5 27 97
6 4 49
7 14 29
8 24 85
9 28 16
10 46 35
11 20 6
12 21 20
13 41 48
14 49 33
15 39 44
16 30 24
17 15 43
18 14 43
19 19 44
20 50 40
21 1 99
22 40 14
23 11 69
24 33 17
25 49 16
26 85 47
27 14 29
28 27 6
29 8 45
30 28 42
31 30 14
32 32 69
33 29 36
34 39 48
35 7 11
36 100 18
37 12 39
38 12 16
39 45 19
40 78 92
41 6 3
42 47 46
43 45 39
44 19 27
45 12 85
46 44 37
47 7 21
48 21 25
49 30 77
50 2 40
51 31 14
52 35 33
53 9 16
54 22 5
55 65 69
56 11 4
57 50 26
58 3 31
59 13 36
60 48 36
61 3 49
62 46 78
63 21 15
64 47 30
65 17 33
66 1 19
67 41 5
68 57 85
69 43 29
70 17 30
71 23 6
72 30 2
73 31 37
74 45 3
75 17 20
76 14 31
77 30 6
78 35 37
79 22 97
80 9 80
81 41 37
82 91 34
83 39 87
84 17 24
85 14 29
86 50 42
87 17 30
88 36 38
89 49 34
90 82 11
91 8 40
92 66 62
93 45 49
94 11 43
95 9 12
96 9 50
97 67 27
98 72 36
99 23 45
100 13 49
