80
100 100
1 65 80
2 93 73
3 33 99
4 79 73
5 51 94
6 94 77
7 25 18
8 87 84
9 100 70
10 57 94
11 28 50
12 6 7
13 59 57
14 32 22
15 93 94
16 86 91
17 31 7
18 68 61
19 70 99
20 79 86
21 63 68
22 67 63
23 58 65
24 83 94
25 57 91
26 77 76
27 59 94
28 99 62
29 63 75
30 99 1
31 71 84
32 26 95
33 82 71
34 82 88
35 97 36
36 65 85
37 61 79
38 76 86
39 80 100
40 66 89
41 3 99
42 83 96
43 77 75
44 85 5
45 55 79
46 2 17
47 86 61
48 52 82
49 69 72
50 81 100
51 7 72
52 38 80
53 46 27
54 73 95
55 88 70
56 90 22
57 84 92
58 76 51
59 82 92
60 95 84
61 83 70
62 91 69
63 87 76
64 65 57
65 95 59
66 18 100
67 5 21
68 98 94
69 67 60
70 55 91
71 83 78
72 95 41
73 51 73
74 55 94
75 73 97
76 48 100
77 98 98
78 78 9
79 75 76
80 65 70
