100
100 100
1 78 12
2 29 44
3 40 45
4 47 34
5 16 5
6 92 77
7 44 43
8 16 23
9 26 10
10 18 22
11 10 4
12 47 24
13 47 26
14 4 29
15 37 26
16 89 86
17 30 4
18 3 47
19 84 10
20 44 11
21 25 44
22 13 84
23 27 5
24 10 47
25 32 97
26 85 68
27 39 12
28 92 44
29 100 8
30 18 22
31 13 31
32 27 3
33 29 32
34 75 37
35 99 12
36 28 82
37 21 19
38 21 14
39 46 4
40 94 7
41 24 17
42 39 2
43 5 8
44 15 66
45 39 26
46 79 3
47 25 23
48 1 7
49 15 48
50 11 14
51 8 50
52 99 24
53 3 31
54 15 91
55 51 89
56 8 4
57 3 25
58 30 81
59 7 39
60 29 45
61 14 32
62 56 69
63 25 2
64 61 97
65 38 50
66 45 28
67 4 83
68 6 11
69 22 29
70 45 48
71 44 11
72 12 37
73 19 21
74 7 86
75 96 57
76 30 25
77 27 82
78 80 72
79 10 77
80 9 24
81 47 92
82 16 28
83 86 87
84 50 90
85 28 14
86 13 96
87 23 19
88 3 7
89 21 2
90 21 23
91 72 63
92 17 42
93 26 2
94 94 13
95 33 78
96 44 38
97 42 13
98 73 64
99 5 90
100 81 95
