60
40 40
1 22 17
2 35 20
3 17 18
4 23 6
5 13 28
6 31 33
7 25 16
8 28 21
9 11 32
10 30 10
11 10 33
12 29 15
13 1 23
14 28 29
15 13 18
16 10 21
17 14 11
18 35 6
19 20 4
20 2 11
21 23 13
22 33 6
23 27 31
24 14 5
25 13 27
26 19 1
27 7 16
28 29 33
29 13 26
30 1 12
31 13 24
32 9 34
33 33 27
34 34 34
35 7 28
36 32 27
37 22 29
38 8 6
39 33 12
40 11 8
41 10 3
42 1 16
43 3 7
44 14 20
45 6 4
46 32 26
47 20 22
48 12 12
49 28 29
50 29 8
51 22 5
52 26 16
53 4 14
54 33 17
55 26 23
56 16 4
57 11 14
58 28 15
59 31 14
60 26 30
