80
100 100
1 27 94
2 15 99
3 10 69
4 31 70
5 21 80
6 49 96
7 10 94
8 21 71
9 26 14
10 45 66
11 80 39
12 22 22
13 43 77
14 3 79
15 44 99
16 36 98
17 22 88
18 22 1
19 28 79
20 11 88
21 13 72
22 52 93
23 25 3
24 48 87
25 15 48
26 45 47
27 33 98
28 46 94
29 29 99
30 49 74
31 2 67
32 6 74
33 4 73
34 15 40
35 89 21
36 77 96
37 41 89
38 93 79
39 27 100
40 60 91
41 40 79
42 82 80
43 31 94
44 69 48
45 50 77
46 33 95
47 48 96
48 13 76
49 72 75
50 46 77
51 83 9
52 31 97
53 56 96
54 20 67
55 15 90
56 73 37
57 66 28
58 6 100
59 16 81
60 3 94
61 9 80
62 3 71
63 86 22
64 6 69
65 28 84
66 12 86
67 4 89
68 80 32
69 71 44
70 33 12
71 90 56
72 48 20
73 50 81
74 16 6
75 92 41
76 37 20
77 4 74
78 10 74
79 48 91
80 37 87
