80
100 100
1 45 14
2 33 81
3 21 100
4 4 16
5 100 13
6 3 74
7 87 5
8 86 12
9 77 25
10 90 14
11 68 22
12 78 19
13 45 99
14 85 27
15 38 1
16 77 38
17 89 32
18 89 2
19 89 42
20 28 19
21 85 78
22 100 39
23 94 44
24 66 12
25 49 91
26 85 37
27 72 8
28 90 16
29 73 55
30 69 97
31 93 33
32 81 81
33 72 38
34 80 19
35 88 20
36 92 9
37 57 80
38 89 3
39 37 78
40 71 49
41 78 35
42 72 48
43 67 29
44 39 49
45 39 66
46 97 53
47 79 51
48 87 12
49 23 29
50 97 23
51 78 35
52 91 36
53 77 19
54 69 3
55 68 80
56 67 22
57 82 20
58 84 44
59 31 92
60 86 20
61 94 33
62 73 48
63 54 56
64 79 29
65 80 8
66 69 13
67 94 37
68 79 50
69 13 44
70 13 40
71 38 86
72 88 32
73 76 42
74 31 28
75 98 33
76 70 27
77 87 2
78 73 28
79 78 49
80 96 32
