100
100 100
1 21 82
2 4 67
3 62 75
4 41 12
5 70 5
6 69 24
7 5 74
8 48 93
9 5 99
10 19 8
11 9 12
12 18 85
13 15 67
14 96 3
15 24 22
16 49 30
17 36 79
18 31 72
19 66 44
20 41 95
21 20 98
22 86 28
23 40 85
24 46 77
25 14 91
26 90 57
27 41 82
28 73 2
29 80 38
30 12 50
31 67 31
32 39 100
33 92 1
34 45 67
35 27 100
36 29 72
37 19 83
38 40 78
39 13 86
40 30 86
41 10 74
42 47 97
43 72 22
44 43 74
45 13 72
46 16 88
47 68 76
48 17 70
49 28 79
50 46 89
51 90 91
52 3 74
53 4 94
54 38 97
55 22 78
56 1 86
57 92 74
58 91 68
59 16 70
60 72 10
61 42 78
62 56 53
63 22 71
64 31 100
65 4 83
66 33 50
67 39 79
68 14 67
69 27 95
70 22 71
71 18 96
72 8 17
73 12 81
74 81 29
75 71 29
76 14 95
77 8 75
78 84 60
79 11 84
80 32 87
81 16 77
82 8 4
83 25 90
84 60 79
85 36 87
86 43 71
87 50 69
88 2 94
89 17 71
90 89 75
91 37 92
92 5 13
93 60 96
94 48 68
95 36 87
96 19 48
97 15 97
98 18 96
99 47 91
100 97 43
