100
100 100
1 34 13
2 5 32
3 6 13
4 32 33
5 22 6
6 29 34
7 15 20
8 23 17
9 2 23
10 18 9
11 9 31
12 29 14
13 5 35
14 14 11
15 6 6
16 12 29
17 4 28
18 3 1
19 3 24
20 14 13
21 19 32
22 14 21
23 8 34
24 19 31
25 9 21
26 21 22
27 4 32
28 24 22
29 19 13
30 9 35
31 24 26
32 2 5
33 33 4
34 8 31
35 4 35
36 7 11
37 11 4
38 26 31
39 35 20
40 34 13
41 32 30
42 12 31
43 7 25
44 23 31
45 10 9
46 34 4
47 33 33
48 27 24
49 11 19
50 28 3
51 28 6
52 7 2
53 7 10
54 14 25
55 23 22
56 6 19
57 19 12
58 23 9
59 25 29
60 9 35
61 8 33
62 28 7
63 19 25
64 12 24
65 15 22
66 13 17
67 1 17
68 23 4
69 27 12
70 10 12
71 14 23
72 25 8
73 3 9
74 25 9
75 8 6
76 15 8
77 21 32
78 10 7
79 12 9
80 1 23
81 32 9
82 29 12
83 1 15
84 3 14
85 30 17
86 21 9
87 29 21
88 16 24
89 24 5
90 4 29
91 21 34
92 13 4
93 34 5
94 11 10
95 21 4
96 14 18
97 20 24
98 13 6
99 13 32
100 14 4
