100
100 100
1 67 86
2 68 76
3 63 54
4 72 64
5 87 75
6 78 81
7 89 100
8 88 76
9 69 77
10 50 99
11 77 57
12 66 99
13 62 91
14 90 27
15 76 77
16 56 83
17 78 16
18 80 67
19 87 57
20 57 80
21 90 3
22 88 69
23 60 50
24 70 88
25 63 50
26 56 84
27 95 54
28 96 57
29 53 60
30 87 59
31 91 70
32 82 89
33 55 83
34 30 98
35 99 48
36 80 82
37 69 66
38 83 95
39 78 37
40 90 86
41 94 61
42 99 55
43 99 88
44 61 52
45 81 67
46 27 28
47 91 50
48 95 80
49 79 86
50 65 61
51 96 75
52 39 79
53 40 77
54 16 7
55 61 60
56 96 71
57 61 57
58 78 64
59 89 58
60 63 84
61 95 61
62 2 33
63 85 18
64 44 72
65 94 27
66 88 63
67 80 88
68 85 96
69 97 52
70 85 55
71 93 71
72 88 93
73 65 92
74 94 59
75 66 65
76 3 67
77 97 42
78 64 74
79 67 21
80 79 74
81 88 53
82 47 2
83 50 89
84 67 57
85 91 77
86 91 91
87 59 67
88 67 51
89 7 74
90 97 91
91 81 58
92 29 71
93 83 58
94 63 53
95 63 61
96 51 76
97 72 66
98 93 77
99 57 75
100 86 55
