80
100 100
1 68 43
2 72 39
3 67 42
4 84 20
5 67 19
6 81 5
7 69 23
8 97 43
9 73 6
10 98 33
11 80 17
12 84 27
13 83 55
14 34 81
15 99 22
16 19 22
17 76 17
18 88 24
19 86 89
20 23 29
21 72 39
22 92 87
23 87 67
24 92 48
25 77 24
26 75 12
27 99 8
28 16 85
29 34 79
30 97 99
31 81 10
32 69 21
33 75 27
34 42 98
35 71 23
36 69 25
37 69 47
38 98 56
39 69 48
40 78 41
41 71 28
42 77 28
43 75 35
44 95 18
45 81 21
46 98 11
47 89 34
48 78 56
49 99 74
50 92 6
51 76 44
52 26 71
53 91 41
54 94 12
55 10 16
56 85 69
57 90 19
58 6 86
59 76 49
60 69 44
61 98 8
62 88 10
63 88 44
64 88 79
65 79 9
66 21 2
67 60 50
68 88 27
69 4 80
70 21 5
71 66 20
72 38 90
73 66 46
74 88 20
75 67 50
76 69 6
77 8 88
78 69 46
79 66 92
80 89 39
