80
30 30
1 3 10
2 8 9
3 7 5
4 10 8
5 10 5
6 1 4
7 3 7
8 8 10
9 1 3
10 1 6
11 1 7
12 6 3
13 5 6
14 1 4
15 7 3
16 5 7
17 5 1
18 4 4
19 10 8
20 5 9
21 6 6
22 1 10
23 1 8
24 4 8
25 7 3
26 3 7
27 7 1
28 9 6
29 10 7
30 6 4
31 6 9
32 2 8
33 10 8
34 9 3
35 1 9
36 1 3
37 8 8
38 4 10
39 6 8
40 2 3
41 4 2
42 7 4
43 2 9
44 9 5
45 4 10
46 7 6
47 9 8
48 7 7
49 8 3
50 5 2
51 5 4
52 4 1
53 7 7
54 8 2
55 7 9
56 4 2
57 7 1
58 4 8
59 7 8
60 2 10
61 7 7
62 6 4
63 2 10
64 6 7
65 10 1
66 8 10
67 1 8
68 9 8
69 10 1
70 1 9
71 5 6
72 7 3
73 6 10
74 5 5
75 9 5
76 7 3
77 2 4
78 8 8
79 4 6
80 4 4
