A3-100_100_2500-1,646,646.044,0.02177,OPT,26,0,0,AI,0,226,0.934985,1.07276,0.014888,0.005356,0,1,0,3,1
A3-100_100_2500-10,586,586.035,1.5874,OPT,803,0,0,AI,0,335,0.916382,1.0785,0.685874,0.763419,0,2,0,302,81
A3-100_100_2500-2,503,503.006,3.3171,OPT,1031,0,0,AI,0,189,0.916501,1.10338,1.98766,1.12124,0,2,0,445,132
A3-100_100_2500-3,606,606.061,0.513263,OPT,125,0,0,AI,0,355,0.922442,1.07591,0.446025,0.056183,0,1,0,28,11
A3-100_100_2500-4,742,742.044,1.22219,OPT,494,0,0,AI,0,272,0.940701,1.05795,0.885685,0.272852,0,2,0,127,33
A3-100_100_2500-5,634,634.101,0.493071,OPT,98,0,0,AI,0,295,0.932177,1.06782,0.404987,0.079163,0,1,0,20,7
A3-100_100_2500-6,612,612.028,1.34663,OPT,314,0,0,AI,0,226,0.934641,1.07843,1.04664,0.268653,0,2,0,79,24
A3-100_100_2500-7,696,696.107,0.33692,OPT,50,0,0,AI,0,258,0.935345,1.05891,0.302895,0.031567,0,1,0,9,3
A3-100_100_2500-8,674,674.024,2.60621,OPT,661,0,0,AI,0,275,0.940653,1.06528,1.99308,0.491912,0,2,0,221,59
A3-100_100_2500-9,769,769.174,0.384507,OPT,99,0,0,AI,0,152,0.944083,1.05982,0.302784,0.09138,0,1,0,14,5
A3-100_100_5000-1,1055,1055,0.459839,OPT,426,0,0,AI,0,224,0.957346,1.03697,0.16901,0.231689,0,2,0,82,24
A3-100_100_5000-10,1144,1144.12,0.067733,OPT,204,0,0,AI,0,198,0.966783,1.03497,0.025797,0.028456,0,1,0,13,4
A3-100_100_5000-2,1165,1165.13,0.170831,OPT,286,0,0,AI,0,164,0.966524,1.03948,0.054482,0.1092,0,1,0,25,7
A3-100_100_5000-3,1206,1206.19,0.104851,OPT,192,0,0,AI,0,124,0.96932,1.03566,0.03707,0.048813,0,1,0,14,4
A3-100_100_5000-4,1201,1201.16,0.134054,OPT,250,0,0,AI,0,182,0.965029,1.03331,0.045895,0.070533,0,1,0,18,6
A3-100_100_5000-5,1329,1329.05,0.117633,OPT,282,0,0,AI,0,63,0.975169,1.03085,0.035151,0.054349,0,2,0,33,9
A3-100_100_5000-6,1173,1173,0.256897,OPT,380,0,0,AI,0,56,0.967604,1.02984,0.097395,0.116837,0,2,0,64,16
A3-100_100_5000-7,1288,1288.06,0.173628,OPT,251,0,0,AI,0,188,0.967391,1.03106,0.048941,0.083999,0,2,0,29,9
A3-100_100_5000-8,1223,1223.16,0.110042,OPT,294,0,0,AI,0,216,0.969747,1.03843,0.043641,0.040956,0,1,0,22,6
A3-100_100_5000-9,1286,1286.12,0.115644,OPT,231,0,0,AI,0,153,0.968896,1.03266,0.048926,0.046922,0,2,0,22,6
A3-100_100_7500-1,1759,1759.32,0.30875,OPT,382,0,0,AI,0,150,0.980671,1.01706,0.201247,0.063983,0,1,0,33,13
A3-100_100_7500-10,2030,2030.73,0.342301,OPT,399,0,0,AI,0,89,0.988177,1.01182,0.186414,0.105711,0,1,0,36,15
A3-100_100_7500-2,1818,1818.64,0.325614,OPT,305,0,0,AI,0,151,0.981848,1.0143,0.225532,0.068558,0,1,0,25,12
A3-100_100_7500-3,1692,1692.17,0.312377,OPT,395,0,0,AI,0,82,0.985816,1.01478,0.151699,0.110965,0,2,0,32,14
A3-100_100_7500-4,1979,1979.48,0.323843,OPT,265,0,0,AI,0,205,0.986862,1.01668,0.197681,0.074233,0,1,0,28,13
A3-100_100_7500-5,1894,1894.98,0.36193,OPT,286,0,0,AI,0,139,0.983105,1.02059,0.249939,0.080847,0,1,0,37,17
